,Timestamp,Total_Confirmed_Cases,Total_Deaths,American Market,IBM_High,IBM_Low,Canadian Market,SHOP_High,SHOP_Low,Travel,LUV_High,LUV_Low,Real Estate,KIM_High,KIM_Low,Metal,SIL_High,SIL_Low
275,2020-10-23,42252474,1145304,IBM,116.62,115.53,SHOP,116.62,115.53,LUV,43.39,41.53,KIM,11.75,11.32,Silver,45.47,44.6974
276,2020-10-24,42709233,1151121,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
277,2020-10-25,43069599,1155329,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
278,2020-10-26,43556089,1160846,IBM,114.9,111.84,SHOP,114.9,111.84,LUV,42.475,40.395,KIM,11.39,10.955,Silver,45.34,44.11
279,2020-10-27,44025897,1168215,IBM,112.22,110.03,SHOP,112.22,110.03,LUV,41.02,39.78,KIM,11.19,10.575,Silver,44.92,44.24
280,2020-10-28,44537381,1175378,IBM,109.73,105.92,SHOP,109.73,105.92,LUV,39.38,37.48,KIM,10.51,10.19,Silver,43.22,41.2
281,2020-10-29,45087882,1182461,IBM,109.64,106.55,SHOP,109.64,106.55,LUV,39.87,37.95,KIM,10.52,10.035,Silver,41.99,41.0
282,2020-10-30,45658489,1190067,IBM,111.8,107.75,SHOP,111.8,107.75,LUV,40.2,38.98,KIM,10.5,10.145,Silver,42.3,40.91
283,2020-10-31,46135032,1196643,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
284,2020-11-01,46597718,1201651,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
285,2020-11-02,47160439,1207756,IBM,113.8265,112.25,SHOP,113.8265,112.25,LUV,39.94,37.95,KIM,10.4978,10.22,Silver,43.55,42.38
286,2020-11-03,47713798,1217101,IBM,115.65,113.63,SHOP,115.65,113.63,LUV,39.4,38.665,KIM,11.11,10.67,Silver,44.6699,43.82
287,2020-11-04,48224961,1227358,IBM,113.91,111.16,SHOP,113.91,111.16,LUV,39.65,38.05,KIM,10.97,10.51,Silver,44.44,43.217
288,2020-11-05,48821827,1235365,IBM,115.29,113.01,SHOP,115.29,113.01,LUV,41.2489,39.38,KIM,11.04,10.56,Silver,47.49,45.13
289,2020-11-06,49466428,1245019,IBM,115.1,113.39,SHOP,115.1,113.39,LUV,40.93,39.77,KIM,10.83,10.17,Silver,48.45,47.43
290,2020-11-07,50063072,1252615,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
291,2020-11-08,50546871,1258489,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
292,2020-11-09,51048104,1265712,IBM,119.74,115.27,SHOP,119.74,115.27,LUV,49.47,43.79,KIM,13.96,11.72,Silver,46.02,43.98
293,2020-11-10,51607037,1275705,IBM,118.17,116.25,SHOP,118.17,116.25,LUV,45.12,43.33,KIM,14.41,13.52,Silver,45.01,43.35
294,2020-11-11,52255204,1286156,IBM,118.35,116.22,SHOP,118.35,116.22,LUV,44.91,42.66,KIM,14.16,13.235,Silver,43.24,42.7
295,2020-11-12,52905000,1295921,IBM,116.37,113.48,SHOP,116.37,113.48,LUV,43.28,41.4,KIM,14.025,13.425,Silver,44.44,43.281
296,2020-11-13,53556847,1305509,IBM,117.37,115.01,SHOP,117.37,115.01,LUV,44.145,42.11,KIM,14.37,13.75,Silver,44.49,43.81
297,2020-11-14,54151573,1314590,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
298,2020-11-15,54625261,1321012,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
299,2020-11-16,55159431,1328966,IBM,118.55,117.12,SHOP,118.55,117.12,LUV,46.2,44.54,KIM,15.47,14.66,Silver,44.23,43.511
300,2020-11-17,55770003,1340035,IBM,118.54,117.07,SHOP,118.54,117.07,LUV,46.24,44.43,KIM,15.21,14.59,Silver,43.55,42.82
301,2020-11-18,56396925,1351466,IBM,118.88,116.75,SHOP,118.88,116.75,LUV,47.28,45.6,KIM,15.45,14.54,Silver,43.1327,41.71
302,2020-11-19,57050102,1362485,IBM,117.45,115.89,SHOP,117.45,115.89,LUV,46.46,45.41,KIM,15.0,14.29,Silver,41.66,41.1
303,2020-11-20,57718479,1374363,IBM,118.04,116.69,SHOP,118.04,116.69,LUV,46.05,45.035,KIM,15.05,14.725,Silver,42.4,41.62
304,2020-11-21,58305723,1383331,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
305,2020-11-22,58793713,1390525,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
306,2020-11-23,59318419,1399047,IBM,120.515,117.27,SHOP,120.515,117.27,LUV,46.95,45.28,KIM,15.9,15.21,Silver,41.65,40.0
307,2020-11-24,59908426,1411707,IBM,124.73,120.805,SHOP,124.73,120.805,LUV,49.23,47.6491,KIM,16.26,15.39,Silver,39.67,38.89
308,2020-11-25,60543865,1423834,IBM,124.33,122.11,SHOP,124.33,122.11,LUV,48.57,47.5,KIM,15.455,15.0143,Silver,40.219,39.5
309,2020-11-26,61125989,1434723,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
310,2020-11-27,61813227,1446110,IBM,125.313,123.91,SHOP,125.313,123.91,LUV,48.74,47.65,KIM,15.44,14.99,Silver,39.98,39.11
311,2020-11-28,62398810,1455390,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
312,2020-11-29,62887073,1462550,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
313,2020-11-30,63395077,1471430,IBM,125.0,123.09,SHOP,125.0,123.09,LUV,47.7,46.04,KIM,15.06,14.41,Silver,40.14,38.97
314,2020-12-01,64006923,1484115,IBM,125.83,123.08,SHOP,125.83,123.08,LUV,48.09,46.5,KIM,15.025,14.62,Silver,42.39,41.09
315,2020-12-02,64657540,1496707,IBM,124.64,122.41,SHOP,124.64,122.41,LUV,47.76,46.46,KIM,15.19,14.58,Silver,42.79,41.88
316,2020-12-03,65350863,1509276,IBM,124.86,123.29,SHOP,124.86,123.29,LUV,49.53,47.66,KIM,15.405,15.025,Silver,43.29,42.1201
317,2020-12-04,66033955,1521775,IBM,127.38,123.64,SHOP,127.38,123.64,LUV,48.79,47.07,KIM,15.7,15.28,Silver,42.7938,42.02
318,2020-12-05,66675580,1532055,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
319,2020-12-06,67214372,1539486,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
320,2020-12-07,67733794,1548207,IBM,126.97,124.57,SHOP,126.97,124.57,LUV,48.43,47.505,KIM,15.5,15.01,Silver,43.8499,41.51
321,2020-12-08,68376697,1560493,IBM,126.33,124.64,SHOP,126.33,124.64,LUV,47.925,47.06,KIM,15.1,14.7,Silver,43.65,43.2015
322,2020-12-09,69045713,1573207,IBM,127.69,125.7,SHOP,127.69,125.7,LUV,47.54,45.25,KIM,15.03,14.73,Silver,43.1934,41.48
323,2020-12-10,70542873,1585899,IBM,126.93,124.94,SHOP,126.93,124.94,LUV,46.995,45.02,KIM,15.0,14.71,Silver,42.92,42.0
324,2020-12-11,71245705,1598924,IBM,125.51,123.61,SHOP,125.51,123.61,LUV,46.59,45.1596,KIM,14.785,14.565,Silver,42.6201,41.8037
325,2020-12-12,71879858,1609464,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
326,2020-12-13,72410059,1616921,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
327,2020-12-14,72933933,1626096,IBM,126.2435,123.47,SHOP,126.2435,123.47,LUV,46.6,45.24,KIM,15.175,14.42,Silver,42.308,40.88
328,2020-12-15,73570426,1640030,IBM,125.93,123.44,SHOP,125.93,123.44,LUV,46.49,44.9529,KIM,15.27,14.51,Silver,42.89,41.66
329,2020-12-16,74303100,1653743,IBM,126.5728,125.286,SHOP,126.5728,125.286,LUV,46.42,45.2699,KIM,15.325,14.77,Silver,44.4,43.0601
330,2020-12-17,75041733,1667155,IBM,126.09,124.91,SHOP,126.09,124.91,LUV,46.4,45.45,KIM,15.08,14.74,Silver,46.67,45.66
331,2020-12-18,75761114,1679916,IBM,126.4,124.97,SHOP,126.4,124.97,LUV,46.34,45.66,KIM,15.05,14.505,Silver,46.26,45.16
332,2020-12-19,76372594,1690683,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
333,2020-12-20,76905598,1698592,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
334,2020-12-21,77454227,1708256,IBM,124.18,121.72,SHOP,124.18,121.72,LUV,46.13,44.45,KIM,14.49,14.03,Silver,46.38,45.01
335,2020-12-22,78103380,1722562,IBM,124.22,122.41,SHOP,124.22,122.41,LUV,46.15,44.98,KIM,14.6,14.21,Silver,45.82,43.76
336,2020-12-23,78797459,1736362,IBM,125.21,123.74,SHOP,125.21,123.74,LUV,47.1,45.47,KIM,14.72,14.36,Silver,45.2023,44.39
337,2020-12-24,79464365,1747994,IBM,125.1,124.21,SHOP,125.1,124.21,LUV,47.09,45.81,KIM,14.65,14.27,Silver,45.48,44.75
338,2020-12-25,79929494,1756567,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
339,2020-12-26,80441968,1763959,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
340,2020-12-27,80879838,1771360,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
341,2020-12-28,81375961,1781113,IBM,126.6,124.46,SHOP,126.6,124.46,LUV,47.17,46.11,KIM,14.8,14.46,Silver,46.85,45.4
342,2020-12-29,82038435,1796274,IBM,125.48,123.24,SHOP,125.48,123.24,LUV,46.77,45.97,KIM,14.99,14.43,Silver,46.35,45.3
343,2020-12-30,82798666,1811532,IBM,124.85,123.63,SHOP,124.85,123.63,LUV,46.93,46.125,KIM,14.9,14.49,Silver,46.49,45.01
344,2020-12-31,83521859,1824666,IBM,126.03,123.99,SHOP,126.03,123.99,LUV,46.78,45.68,KIM,15.05,14.55,Silver,46.49,45.36
345,2021-01-01,84054370,1834327,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
346,2021-01-02,84679917,1842750,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
347,2021-01-03,85212884,1850081,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
348,2021-01-04,85766126,1860229,IBM,125.9174,123.04,SHOP,125.9174,123.04,LUV,46.54,44.5601,KIM,15.14,14.295,Silver,49.38,47.7002
349,2021-01-05,86504791,1875537,IBM,126.68,124.61,SHOP,126.68,124.61,LUV,46.117,44.84,KIM,14.62,14.275,Silver,49.89,48.6542
350,2021-01-06,87286422,1890582,IBM,131.88,126.72,SHOP,131.88,126.72,LUV,46.97,45.37,KIM,15.32,14.575,Silver,49.6,48.31
351,2021-01-07,88166327,1905492,IBM,130.46,128.26,SHOP,130.46,128.26,LUV,47.84,46.73,KIM,15.31,15.05,Silver,50.0,48.6
352,2021-01-08,88966439,1920633,IBM,129.32,126.98,SHOP,129.32,126.98,LUV,47.9365,46.71,KIM,15.49,15.06,Silver,48.42,45.03
353,2021-01-09,89729075,1933418,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
354,2021-01-10,90318122,1941752,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
355,2021-01-11,90936928,1952060,IBM,129.675,127.66,SHOP,129.675,127.66,LUV,48.04,46.12,KIM,15.58,15.16,Silver,45.5081,44.73
356,2021-01-12,91641834,1969154,IBM,129.85,127.94,SHOP,129.85,127.94,LUV,48.48,47.28,KIM,15.57,15.14,Silver,45.17,44.11
357,2021-01-13,92389297,1985847,IBM,129.75,126.455,SHOP,129.75,126.455,LUV,48.4337,47.48,KIM,15.93,15.52,Silver,45.24,43.88
358,2021-01-14,93144039,2001193,IBM,130.16,127.55,SHOP,130.16,127.55,LUV,49.47,48.44,KIM,16.47,15.91,Silver,44.55,43.55
359,2021-01-15,93909129,2016293,IBM,129.24,127.67,SHOP,129.24,127.67,LUV,48.71,46.64,KIM,16.55,16.0,Silver,43.36,41.59
360,2021-01-16,94547911,2029556,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
361,2021-01-17,95076127,2038180,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
362,2021-01-18,95591185,2047572,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
363,2021-01-19,96198228,2064142,IBM,129.59,128.0885,SHOP,129.59,128.0885,LUV,47.65,46.76,KIM,16.61,16.215,Silver,42.32,41.5001
364,2021-01-20,96890121,2082033,IBM,131.06,128.56,SHOP,131.06,128.56,LUV,48.445,46.8975,KIM,17.075,16.48,Silver,43.9499,42.54
365,2021-01-21,97546178,2098788,IBM,132.24,130.05,SHOP,132.24,130.05,LUV,47.94,47.12,KIM,16.74,16.24,Silver,44.32,42.68
366,2021-01-22,98204479,2114777,IBM,120.7,117.36,SHOP,120.7,117.36,LUV,47.75,47.07,KIM,16.715,16.095,Silver,42.9491,41.57
367,2021-01-23,98772015,2128050,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
368,2021-01-24,99217695,2137002,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
369,2021-01-25,99714128,2147753,IBM,119.538,117.45,SHOP,119.538,117.45,LUV,47.34,45.17,KIM,17.31,16.47,Silver,42.96,41.65
370,2021-01-26,100269237,2165073,IBM,122.59,118.42,SHOP,122.59,118.42,LUV,46.22,45.6,KIM,17.365,16.98,Silver,42.35,41.7125
371,2021-01-27,100866518,2181728,IBM,124.79,121.6214,SHOP,124.79,121.6214,LUV,45.7,43.87,KIM,17.505,16.87,Silver,41.27,39.3011
372,2021-01-28,101480537,2198750,IBM,123.2,120.07,SHOP,123.2,120.07,LUV,46.25,44.33,KIM,17.985,17.27,Silver,44.44,41.51
373,2021-01-29,102070241,2213663,IBM,121.3,118.9,SHOP,121.3,118.9,LUV,44.945,43.7151,KIM,17.42,16.38,Silver,45.8,43.62
374,2021-01-30,102585112,2227221,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
375,2021-01-31,102967345,2235185,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
376,2021-02-01,103413233,2245371,IBM,120.95,118.73,SHOP,120.95,118.73,LUV,45.19,44.09,KIM,16.61,15.91,Silver,51.35,47.33
377,2021-02-02,103870440,2260233,IBM,121.0,119.28,SHOP,121.0,119.28,LUV,46.18,45.35,KIM,16.41,16.125,Silver,46.1,43.85
378,2021-02-03,104392192,2275922,IBM,119.8,118.12,SHOP,119.8,118.12,LUV,46.87,45.495,KIM,16.37,15.97,Silver,44.94,43.545
379,2021-02-04,104858367,2288447,IBM,121.1,118.87,SHOP,121.1,118.87,LUV,49.18,46.71,KIM,16.9,16.31,Silver,43.0476,41.71
380,2021-02-05,105392905,2304940,IBM,121.81,120.52,SHOP,121.81,120.52,LUV,50.89,49.11,KIM,17.0,16.695,Silver,44.0911,43.039
381,2021-02-06,105764933,2315024,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
382,2021-02-07,106162758,2322930,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
383,2021-02-08,106478448,2331239,IBM,123.9767,122.4,SHOP,123.9767,122.4,LUV,53.29,50.21,KIM,17.1,16.66,Silver,45.1999,44.58
384,2021-02-09,106905813,2346764,IBM,122.5953,121.05,SHOP,122.5953,121.05,LUV,51.75,50.5301,KIM,17.19,16.98,Silver,45.2643,44.38
385,2021-02-10,107340958,2360169,IBM,123.41,121.2138,SHOP,123.41,121.2138,LUV,52.3416,51.16,KIM,17.885,17.29,Silver,45.34,44.065
386,2021-02-11,107781878,2373607,IBM,122.205,120.63,SHOP,122.205,120.63,LUV,51.48,50.34,KIM,18.1,17.59,Silver,44.9,43.371
387,2021-02-12,108210949,2386055,IBM,121.36,120.09,SHOP,121.36,120.09,LUV,51.839,50.97,KIM,18.22,17.815,Silver,44.7481,43.09
388,2021-02-13,108583902,2395838,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
389,2021-02-14,108877486,2402155,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
390,2021-02-15,109160854,2409024,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
391,2021-02-16,109511448,2419911,IBM,120.6,119.36,SHOP,120.6,119.36,LUV,52.02,50.82,KIM,18.16,17.525,Silver,44.89,43.7275
392,2021-02-17,109906540,2431231,IBM,120.56,119.02,SHOP,120.56,119.02,LUV,52.53,51.21,KIM,17.85,17.51,Silver,43.51,42.55
393,2021-02-18,110309750,2442541,IBM,120.94,119.7,SHOP,120.94,119.7,LUV,52.2,50.97,KIM,18.015,17.69,Silver,43.57,41.91
394,2021-02-19,110722085,2453585,IBM,120.76,118.38,SHOP,120.76,118.38,LUV,53.84,52.1,KIM,18.16,17.61,Silver,43.37,42.695
395,2021-02-20,111092247,2462064,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
396,2021-02-21,111406337,2467895,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
397,2021-02-22,111694776,2474798,IBM,121.125,118.44,SHOP,121.125,118.44,LUV,55.74,53.29,KIM,18.265,17.66,Silver,45.8499,43.45
398,2021-02-23,112082814,2485958,IBM,121.35,119.8,SHOP,121.35,119.8,LUV,57.42,54.31,KIM,18.675,18.1989,Silver,45.37,43.39
399,2021-02-24,112527289,2497933,IBM,123.49,120.52,SHOP,123.49,120.52,LUV,59.64,57.38,KIM,19.22,18.35,Silver,46.58,44.29
400,2021-02-25,112974358,2507990,IBM,124.35,122.335,SHOP,124.35,122.335,LUV,59.26,57.08,KIM,19.44,18.44,Silver,46.378,43.8341
401,2021-02-26,113417277,2518263,IBM,122.25,118.88,SHOP,122.25,118.88,LUV,58.69,57.0,KIM,18.72,18.11,Silver,43.63,41.19
402,2021-02-27,113806009,2526376,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
403,2021-02-28,114109186,2531755,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
404,2021-03-01,114415400,2538961,IBM,122.32,119.8649,SHOP,122.32,119.8649,LUV,59.84,57.67,KIM,19.08,18.53,Silver,42.97,40.9552
405,2021-03-02,114725863,2549372,IBM,121.9,120.26,SHOP,121.9,120.26,LUV,58.4,57.22,KIM,18.47,18.0,Silver,42.55,41.13
406,2021-03-03,115166644,2560422,IBM,122.634,119.98,SHOP,122.634,119.98,LUV,58.67,57.6,KIM,19.025,18.16,Silver,41.6413,40.34
407,2021-03-04,115619554,2570176,IBM,123.22,118.755,SHOP,123.22,118.755,LUV,57.88,54.26,KIM,19.19,18.15,Silver,41.5367,39.22
408,2021-03-05,116066168,2580166,IBM,123.75,120.25,SHOP,123.75,120.25,LUV,57.13,52.29,KIM,19.07,18.16,Silver,40.46,38.75
409,2021-03-06,116502825,2587977,IBM,,,SHOP,,,LUV,,,KIM,,,Silver,,
